Kelas;Soal;A;B;C;D;E;Jawaban
6;Provinsi Kalimantan Timur ditandai dengan huruf...;A;B;C;D;#;D
6;Berdasarkan sidang PPKI tanggal 19 Agustus 1945, wilayah Indonesia dibagi menjadi... Provinsi;7;8;9;10;#;B
6;Provinsi termuda di Indonesia adalah...;Provinsi Banten;Provinsi Gorontalo;Provinsi Sulawesi Barat;Provinsi Kalimantan Utara;#;D
6;Tsunami adalah gelombang laut yang ditimbulkan oleh...;letusan gunung berapi;pergeseran kerak bumi;gelombang laut;gaya gravitasi bumi;#;A
6;Gempa bumi tektonik disebabkan oleh...;aktivitas gunung berapi;pergeseran kerak bumi;gelombang tsunami;gaya gravitasi bumi;#;B
6;Daerah langganan banjir di Indonesia adalah...;Bogor;Bandung;Yogyakarta;Jakarta;#;D
6;Indonesia rawan gempa karena...;letak antara Benua Asia dan Australia;berada di patahan lempeng Eurasia-Australia;antara Samudra Pasifik dan Hindia;di jalur pegunungan muda Sirkum Mediterania dan Pasifik;#;B
6;Manfaat letusan gunung berapi adalah...;beritanya ditayangkan di televisi;mendapat pertolongan pemerintah;melihat pemandangan indah;tanah menjadi subur;#;D
6;-256 x 43 = 43 x n, maka nilai n adalah ...;-256;-43;43;256;#;A
6;5.326 -- 26 x 112 + 237 =  ...;1,294;2,016;2,315;2,735;#;C
6;KPK dari 18, 30, dan 45 adalah ...;9;54;60;90;#;D
6;Pak Ali akan membagikan 48 jeruk dan 80 buah apel kepada sejumlah anak. Jika setiap anak memperoleh bagian yang sama, maka jumlah anak yang akan menerima bagian tersebut sebanyak... anak.;8;16;24;32;#;B
6;Nilai dari v4.096 = ...;16;26;36;64;#;A
6;Dua buah kubus masing-masing panjang rusuknya adalah 8 cm dan 5 cm. Jumlah volume kedua kubus tersebut adalah...cm ;89;637;725;837;#;B
6;Sebuah bak mandi berisi air dengan menggunakan pipa yang debitnya 400 ml/detik. Artinya...;Dalam waktu 400 detik, volume air yang mengalir dari pipa 1 ml;Dalam waktu satu detik, volume yang mengalir dari pipa 1 liter;Dalam waktu satu detik, volume air yang mengalir dari pipa 400 ml;Dalam waktu satu jam, volume air yang mengalir dari pipa 400 ml;#;C
6;12 liter/menit = ... liter/detik;0,12;12;0,02;0,2;#;D
6;Sebuah tengki minyak tanah berisi 7.200 liter. Minyak tersebut dialirkan ke dalam drum selama 40 menit. Maka debit minyak tanah tersebut adalah... liter/menit;140;150;160;180;#;D
6;Sebuah lingkaran memiliki jari-jari 28 cm. Maka luasnya adalah ...cm ;2,464;1,232;616;308;#;A
6;Sebuah kaleng susu memiliki tinggi 20 cm dan jari-jari alasnya 6 cm. Maka volume kaleng susu tersebut adalah...cm .;120;1.260,80;1,884;2.260,80;#;D
6;Di bawah ini adalah nilai ulangan IPA siswa kelas VI : 5 8 7 9 6 7 9 7 8 6 7 9 8 6 5 7 8 9 8 7 6 7 5 8 7 9 5. Banyak siswa yang mengikuti ulangan IPA adalah...anak;25;26;27;28;#;B
6;Hasil 3.444 + 2.678 -- 3.446 = ...;2,786;2,676;2,576;2,566;#;B
6;Hasil 4.896 : 12 x 8 = ...;51;384;3,204;3,264;#;D
6;Hasil 243 = ...;13,824;13,584;13,484;12,724;#;A
6;Hasil -344 + (-268) -- 146 = ...;-506;-516;-748;-758;#;D
6;KPK dari 39, 63, 84 adalah ...;22 x 32 x 7 x 13;2 x 32 x 7 x 13;22 x 3 x 7 x 13;2 x 3 x 7 x 13;#;A
6;Pak Bondan memelihara kambing 24 ekor dan ayam 32 ekor lebih banyak dari kambing. Perbandingan kambing dengan ayam yang dipelihara Pak Bondan adalah ...;03:04;03:07;03:10;04:10;#;B
6;Pekan olahraga daerah diikuti lima daerah kabupaten dari DIY. Peserta dari Gunungkidul 15%, Kota Madya  , Bantul dan Sleman masing-masing 0,15. Selebihnya Kulon Progo. Peserta dari Kulon Progo dan Bantul ada ...;12%;30%;37,50%;45%;#;B
6;Hasil 2.456 -- 1.632 : 8 + 24 x 6 = ...;762;2,396;2,549;2,576;#;B
6;Ibu Sardi memiliki gelas 3,25 gross lebih 8 buah. Untuk keperluan acara pernikahan anaknya, bu Sardi meminjam gelas 16 lusin. Banyaknya seluruh gelas yang ada pada bu Sardi ada ... biji.;650;658;660;668;#;A
6;Banu menyelesaikan lomba MIPA selama 3 jam 12 menit 24 detik, sedangkan Ari menyelesaikan lomba MIPA selama 1 jam 46 menit 48 detik. Selisih waktu menyelesaikan lomba MIPA Banu dengan Ari adalah ...;01.25.36;01.26.46;01.35.36;01.36.46;#;A
6;Hasil 10,03 km -- 2,8 hm + 37 dam = ... hm;100,2;101,2;110,2;111,2;#;B
6;Jarak rumah Andi ke sekolah ada 0,8 km. Andi berangkat ke sekolah dari rumah bersepeda dengan kecepatan rata-rata 12 km/jam. Ia tiba di sekolah 19 menit sebelum bel masuk berbunyi. Sekolah masuk pukul 07.00. Ia berangkat dari rumah pukul ...;6,01;6,11;6,37;6,41;#;C
6;Berat sebuah truk tanpa muatan 1,8 ton. Truk tersebut mengangkut beras 32,7 kuintal. Beras tersebut diturunkan di toko sembako 1.750 kg. Beras yang masih termuat di truk tersebut ada ...;1.520 kg;1.800 kg;3.270 kg;3.320 kg;#;A
6;KLMN adalah sebuah bangun datar trapesium sama kaki. Titik K terletak pada koordinat (-3,4), titik L (1,4), titik M (4,1). Titik N terletak pada koordinat ...;(-6,1);(1,-6);(-6,-1);(-1,-6);#;A
6;Sebuah taman berbentuk persegi panjang. Panjang taman 288 meter dan lebar setengah dari panjangnya. Di sekeliling taman tersebut diletakkan lampu penerangan. Jarak antar lampu penerangan 24 meter. Jarak 4 meter dari tepi luar, diletakkan tempat duduk. Jarak antar tempat duduk 16 meter. Selisih banyak lampu penerangan dengan tempat duduk ada ...;16 buah;17 buah;36 buah;52 buah;#;B
6;Pada hari Senin agen tanaman menyediakan 6.100 bibit tanaman. Tanaman yang disediakan terdiri atas 987 pohon mangga, 996 pohon manggis, 968 pohon jambu, 979 pohon jeruk, 994 pohon pepaya dan selebihnya pohon durian. Di hari yang sama, tanaman yang terjual 127 pohon mangga, 148 pohon manggis, 142 pohon jambu, 95 pohon jeruk, 174 pohon pepaya, dan 294 pohon durian. Bibit pohon paling tinggi yang tersedia di hari Selasa adalah ...;jeruk;manggis;mangga;durian;#;B
6;Rata-rata penjualan ikan selama seminggu 48 kg. Setelah penjualan ikan dua hari berikutnya dimasukkan, rata-rata penjualan ikan menjadi 52 kg. Penjualan hari ke delapan lebih tinggi 12 kg dari hari ke sembilan. Penjualan ikan pada hari ke sembilan ada ...;28 kg;39 kg;60 kg;72 kg;#;A
6;Hasil 68.317 + 21.683 -- 80.957 = ...;7,153;8,043;9,043;10,153;#;C
6;Operasi hitung yang hasilnya bilangan 112 adalah ...;256 : 16 x 8;672 : 6 x 4;224 x 14 : 28;144 x 12 : 16;#;C
6;Hasil (-3.130) + 540 : (-12) -- 2.019 = ...;-5,194;-5,094;5,094;5,194;#;A
6;Kelipatan Persekutuan Terkecil (KPK) dari 42, 72, dan 96 adalah ...;2,016;1,344;672;502;#;A
6;Sekelompok penari terbagi menjadi tiga kelompok. Kelompok pertama menggerakkan tangan tiap 12 langkah, kelompok kedua tiap 24 langkah, dan kelompok ketiga tiap 8 langkah. Ketiga kelompok akan menggerakkan tangan bersama-sama pada langkah ke ...;12;24;36;48;#;B
6;Bentuk persen dari 0,025 adalah ...;25%;4%;15%;22%;#;A
6;Sebuah truk mengangkut 72 ton beras dan 5,25 kuintal jagung. Muatan truk tersebut diturunkan di pasar 5.675 kg. Berat muatan yang belum diturunkan ada ... kuintal.;7.075;23,5;2,35;6,95;#;A
6;Pernyataan bilangan bulat negatif yang benar adalah ...;Bilangan yang kurang dari nol;Bilangan yang lebih dari nol;Bilangan yang letaknya sebelah kanan dari nol pada garis bilangan;Bilangan yang dimulai dari 0, 1, 2, 3, ... dst;#;A
6;Letak bilangan negatif pada garis bilangan adalah ...;berada di sebelah kanan bilangan nol;berada di sebelah kanan bilangan satu;berada di sebelah kiri bilangan nol;berada di sebelah kiri bilangan nol;#;C
6;Bilangan yang terletak antara -25 dan -47 adalah ...;-36;-35;-34;-33;#;A
6;-20, -15, -10, -14, -17, -12. Urutan dari yang terbesar adalah ...;-88;-88;-88;-88;#;D
6;Bilangan bulat antara -12 dan -2 adalah ...;-102;-91;-77;-63;#;D
6;Keterampilan dasar dalam permainan kasti adalah...;passing;menembak;melempar bola;menggiring bola;#;C
6;Dalam satu pertandingan kasti, regu yang bertanding adalah...;1 regu;4 regu;3 regu;2 regu;#;D
6;Salah satu teknik dasar dalam permainan kasti adalah...;menggiring;menendang;menangkap;shooting;#;C
6;Seorang yang memukul bola adalah...;penendang;penangkap;pemukul;pelempar;#;C
6;Permainan kasti hamper mirip dengan permainan...;volly;basket;sepak bola;kippers;#;D
6;Dalam permainan kasti setiap pemain harus bersikap...;panik;tegang;sportif;kasar;#;C
6;Pemain yang berhasil melewati 4 base memperoleh nilai...;2 poin;3 poin;1 poin;tidak dapat;#;C
6;Regu penjaga harus berusaha...;mengejar;menangkap;melempar;mengenai bola kepemain;#;D
6;Panjang ukuran lapangan bola basket adalah...;40 m;38 m;28 m;50 m;#;C
6;Lebar ukuran lapangan basket adalah...;16 m;15 m;20 m;50 m;#;B
6;Passing yang berasal dari depan dada disebut...;bounce pass;chest pass;head pass;passing;#;B
6;Gerakan membawa bola ke ring lawan dalam permainan basket disebut...;passing;dribbling;overhead;kicking;#;B
6;Pemain yang melanggar aturan dalam permainan bola basket disebut...;foul;best;player;cheater;#;A
6;Yang termasuk nomor cabang atletik adalah...;tolak peluru;basket;taekwondo;volley;#;A
6;Memegang bola dan menolak sehingga bola terlempar jauh disebut olahraga...;lembing;lari sprint;basket;tolak peluru;#;D
6;Berat peluru untuk senior putri adalah...;2kg;4kg;5kg;7kg;#;B
6;Lari marathon berjarak...;41,195 KM;42,195 KM;43,195 KM;44,195 KM;#;B
6;Gerakan push up melatih otot...;perut;leher;lengan;kaki;#;C
6;Sit up merupakan bentuk latihan otot...;leher;kaki;perut;lengan;#;C
6;Gerakan mendorong badan ke atas dari tanah adalah gerakan...;lay up;leg up;push up;sit up;#;C
6;Gerakan duduk dan tiduran serta berfungsi menguatkan otot perut adalah...;curls;lay up;push up;sit up;#;D
6;Yang bukan contoh narkotika adalah...;ganja;heroin;opium;buah-buahan;#;D
6;Yang termasuk zat adiktif lainnya adalah...;opium;ekstasi;sabu - sabu;alkohol;#;D
6;Badan pemerintahan yang menangani masalah narkoba adalah...;BNI;BNN;BPD;BKN;#;B
6;Cara menghindari bahaya narkoba adalah...;Suka bergaul;malas;suka melamun;berani berkata tidak;#;D
6;Pada pertandingan sepak bola, pelanggaran hands ball artinya ...;bola terkena kepala;bola terkena perut;bola terkena tangan;bola terkena dada;#;C
6;Jumlah pemain setiap regu dalam permainan sepak bola yaitu...;9 orang;10 orang;11 orang;12 orang;#;C
6;Panjang alat pemukul yang digunakan dalam permainan kasti adalah...;50 cm;60 cm;65 cm;75 cm;#;B
6;Permainan sepak bola sudah dimainkan sejak zaman dahulu.Pada zaman Yunani Kuno permainan ini disebut dengan istilah...;Episcuro;Tsu chu;Soccer tsu;Futsal curo;#;A
6;Berikut yang harus dipersiapkan sebelum melakukan senam lantai adalah...;Membersihkan lantai;Berganti baju;Langsung melakukan senam;Melakukan peregangan dan menyiapkan alat;#;D
6;Dalam permainan bulu tangkis, alat -- alat yang kita gunakan sebagai berikut kecuali ...;tiang net;bola (shuttle cock) dan raket;bulu;lapangan;#;C
6;Latihan kelenturan dapat dibedakan menjadi...macam;2;3;4;5;#;A
6;Kegiatan senam lantai sebaiknya dilakukan diatas...;Rumput;Kasur;Matras;Tanah liat;#;C
6;Pencipta permainan softball ...;George Hensock;James Naismit;Wiliam G morgan;Amderson tatg;#;A
6;Sarung tangan yang dipakai penjaga belakang disebut ...;glast;glove;kaos tangan;kantong tangan;#;B
6;Jumlah pemain dalam permainan softball adalah ...;7 orang;8 orang;9 orang;10 orang;#;C
6;Dari gambar soal no 4, alat apa yang digunakan untuk memukul bola ...;Stik;Striker;Setrika;Setrim;#;A
6;Jumlah pemain sepak bola setiap regunya adalah ...;9 orang;10 orang;11 orang;12 orang;#;C
6;Saat datangnya bola kita sambut dengan telapak kaki adalah cara ...;mengontrol bola;menendang bola;menyundul bola;memasukan bola;#;A
6;Gerakan pemain yang membatasi ruang gerak lawan di daerah pertahanan adalah untuk ...;menjaga daerah sendiri;menghadang bola;berteman dengan lawan;menemani lawan;#;A
6;Berdasarkan jarak tempuhnya, lari jarak pendek menempuh jarak ...;800, 1500 meter;500, 10.000, 42, 195 meter;100, 200, 400 meter;400, 500, 600 meter;#;C
6;Yang bukan cara memasuki garis finish, dalam lomba lari adalah ...;lari terus tanpa merubah arah;membusungkan dada;menjauhkan salah satu bahu;lari menundukkan kepala;#;D
6;Aba -- aba dalam pelaksanaan lari jarak pendek adalah ...;siap -- ya - bersedia;bersedia -- ya - siap;ya -- siap -- bersedia;bersedia -- siap -- ya;#;D
6;Urutan pelaksanaan lompat jauh adalah ...;tolakan -- lari -- melayang -- mendarat;mendarat -- lari -- melayang -- tolakan;melayang -- mendarat -- lari -- menolak;lari -- menolak -- melayang -- mendarat;#;D
6;Manfaat memiliki tubuh yang bugar adalah ...;badan kaku;badan lemas;badan aktif;badan loyo;#;C
6;Untuk mendapatkan kebugaranperlu berolah raga secara ...;kadang -- kadang;rutin;sekali -- kali;tanpa berenti;#;B
6;Secara umum pemanasan dapat di bagi menjadi dua, yaitu ...;stati dan harmonis;harmonis dan dinamis;statis dan dinamis;dinamis dan harmonis;#;C
6;Sikap awal melakukan guling depan adalah ...;berdiri;jongkok;duduk;tidur;#;B
6;Pelaksanaan guling ke belakang pertama kali dimulai dengan menjatuhkan ...;kepala;punggung;pinggul;kaki;#;B
6;Senam PRAMUKA dan senam SRANI adalah termasuk dalam senam ...;senam ketangkasan;senam lantai;senam irama;senam tanpa alat;#;A
6;Gerakan langkah kaki yang tidak dapat dilakukan adalah ...;ke depan;ke belakang;ke samping kiri;ke atas;#;D
6;Budaya hidup sehat perlu kita lakukan sejak usia ...;tua;dewasa;remaja;dini;#;D
6;Apa singkatan dari NARKOBA ...;obat, narkotika, dan dahan berbahaya;bahan berbahaya, obat, dan narkotika;narkotika, berbahaya, dan obat;narkotika, obat dan bahan berbahaya;#;D
6;Apabila dilihat dari jenis -- jenisnya narkoba dibedakan menjadi ...;2 jenis;3 jenis;4 jenis;5 jenis;#;B
6;Racun yang terdapat pada rokok adalah ...;nikotin;kafein;heroin;putau;#;A
6;Berikut ini pengaruh penyalahgunaan narkoba pada kondisi fisik adalah ...;menimbulkan prilaku yang tidak wajar;menyebabka prestasi sekolah menurun;menimbulkan gangguan pada system saraf;menimbulkan despresi dan ketergantungan;#;C
6;Berikut yang Bukan cara menghindari narkoba adalah ...;menciptakan keluarga yang harmonis;tanggung jawap pada diri sendiri;mengisi waktu luang dengan kegiatan positif;melihat filem dewasa;#;D
6;Bentuk lapangan kasti adalah ...;segi tiga;segi empat;segi lima;segi enam;#;B
6;Berlari, melompat, meloncat dan melempar adalah gerakan yang sering dilakukan dalam dasar olahraga ...;senam;beladiri;voli;atletik;#;D
6;Supaya halaman rumah selalu bersih harus di ...;sapu;siram;biarkan;gosok;#;A
6;Plastik termasuk sampah jenis ...;organik;basah;anorganik;kering;#;C
6;Dalam olah raga lompat tali berguna untuk ...;menguatkan otot-otot kaki dan tangan;mengencangkan otot-otot perut;menguatkan otot-otot punggung;melenturkan otot-otot paha;#;A
6;Arti pemanasan dalam senam lantai berguna untuk ...;kesegaran badan;kesegaran rohani;menguatkan otot-otot tubuh;melenturkan otot-otot tubuh;#;D
6;Berikut ini yang termasuk perlengkapan utama dalam berkemah adalah ...;tenda, pasak dan tali;buku, penggaris dan pencil;meja, kursi dan tali;sayur-sayuran dan perlengkapan memasak;#;A
6;Nama lain dari virus flu burung adalah ...;influensa;H5N1;H2N2;H1N2;#;B
6;Lapangan rounders berbentuk segi lima beraturan, dengan panjang sisi masing -- masing ...;8 m;10 m;12 m;15 m;#;D
6;Dalam pertandingan sepak bola, pelanggaran hans ball adalah ...;bola terkena kepala;bola terkena perut;bola terkena tangan;bola terkena paha;#;C
6;Tujuan dari senam dasar adalah untuk ...;mengecilkan betis;membentuk keindahan jasmani;menggemukan badan;melatih kesabaran;#;B
6;Berikut ini yang termasuk alat yang digunakan untuk senam ketangkasan adalah...;tali / pita;peti lompat;meja;tongkat;#;B
6;Setelah tangan menumpu matras, bagian badan yang selanjutnya menyentuh matras pada gerakan roll depan adalah ...;dahi;tengkuk;kepala;punggung;#;B
6;Bagaimana cara yang tepat untuk menjaga kebersihan dan kesehatan pada alat reproduksi kita...;dengan cara makan-makanan empat sehat lima sempurna;banayak makan-makanan yang serba instan;dengan mengonsumsi supleman;berolahraga setiap hari;#;A
6;Lompat jauh bertolak dengan menggunakan kaki ...;dua;satu;yang paling kuat;kiri;#;B
6;Sikap awal pada saat melakukan sit up adalah ...;tangan di leher;duduk selunjur;tidur terlentang;membungkukkan badan;#;C
6;Tahapan gerakan yang sering dilakukan dalam olahraga dimulai adalah ...;gerakan loncat-loncat;gerakan pemanasan;gerakan inti;gerakan pemanasan dan gerakan inti;#;D
6;Pada renang gaya punggung gerakan kaki dilakukan secara bergantian dengan sumber gerakan pada ...;lutut;pangkal;tungkai;perut;#;B
6;Salah satu tujuan kegiatan penjelajahan adalah ...;untuk mendapatkan pujian dari guru;untuk mendapat hadiah;untuk memupuk rasa percaya diri dan mengembangkan rasa kreatifitas;agar mendapat nilai raport yang tinggi;#;C
6;Racun pada rokok yang menyebabkan pengapuran pada paru-paru adalah ...;karbon monoksida;karbon dioksida;nikotin;tar;#;D
6;Salah satu peralatan tenis meja yang biasa digunakan untuk memukul bola disebut ...;net atau jaring;bola;meja;bet;#;D
6;Jumlah pemain dalam satu regu pada permainan bola basket adalah ...;5 orang;6 orang;7 orang;8 orang;#;A
6;Tolak peluru merupakan salah satu cabang atletik yang termasuk dalam nomor ...;lari;lempar;lompat;renang;#;B
6;Dalam melakukan joging atau lari santai, sikap badan yang benar adalah ...;tegak;bungkuk;condong ke belakang;lenggak-lenggok;#;A
6;Pada saat akan melakukan latihan mencium lutut, kedua tangan memegang ...;mata kaki;lutut;lantai;perut;#;A
6;Salah satu latihan yang dapat menguatkan otot tangan adalah ...;stan up;sit up;pull up;push up;#;D
6;Tujuan dari pemanasan adalah ...;untuk melatih kecepatan;untuk melatih keseimbangan;untuk menghindari cidera disaat olah raga;untuk melatih kekuatan;#;C
6;Berdiri dengan sikap tubuh membentuk kapal terbang termasuk latihan ...;kekuatan;keseimbangan;ketahanan;kelenturan;#;B
6;Dalam olah raga senam, berdiri menggunakan kedua tangan dinamakan ...;hanstand;hans ball;stand up;push up;#;A
6;Irama yang dapat digunakan untuk mengiringi senam irama meliputi berikut ini kecuali ...;tepukan tangan;sruling;lagu;bunyi peluit;#;D
6;Senam masal adalah ...;senam yang dilakukan satu orang;senam yang dilakukan di matras;senam yang dilakukan bersama-sama;senam yang dilakukan di lapangan terbuka;#;C
6;Narkobaa kependekan dari ...;narkotika dan obat-obatan terlarang;narkotika dan bahaya;narkotika berbahaya;rokok berbahaya;#;A
6;Narkoba mengakibatkan ...;kepintaran;kesenangan;kecanduan dan merusak kesehatan;kepuasan;#;C
6;Cara menghindari diri dari narkoba adalah ...;bergaul dengan pengedar narkoba;mencarinya;bergaul secara sehat;bergaul dengan orang yang tidak benar atau preman;#;C
6;Ciri-ciri kecanduan narkoba adalah ...;sering merasa haus;badan menjadi bugar;timbul depresi;nafsu makan meningkat;#;C
6;Jumlah satu regunya dalam permainan bola voli mini adalah ...;4 orang;5 orang;6 orang;7 orang;#;A
6;Rotasi dalam permainan bola voli berputar secara ...;bergerak maju mundur;bergerak dengan bebas;berlawanan arah jarum jam;bergerak searah jarum jam;#;C
6;Dalam permainan bulu tangkis, alat-alat yang kita gunakan sebagai berikut kecuali ...;tiang net;bola (shuttle cock) dan raket;bulu;lapangan;#;C
6;Pukulan dalam bulu tangkis yang bolanya melambung tinggi dan jatuh dibelakang disebut ...;pukulan smash;pukulan lob;pukulan drop shot;pukulan net;#;B
6;Sebelum melakukan olah raga diawali dengan ...;pemanasan;permainan;istirahat dahulu;bercanda;#;A
6;Alas yang biasa digunakan dalam senam lantai adalah ...;pita;bola;peti loncat;matras;#;D
6;Nama lain dari gaya dada adalah ...;gaya punggung;gaya bebas;gaya katak;gaya kupu-kupu;#;C
6;Gerakan meluncur, posisi kedua lengan sampai ke betis harus ...;tegak;ditekuk;diangkat;lurus;#;D
6;Cara bernapas ketika berenang gaya dada adalah...;mengambil napas melalui mulut, kemudian dikeluarkan melalui hidung;mengambil naps didalam air;menghirup udara didalam air;membawa kantung plastik untuk bernapas;#;A
6;Tujuan melakukan kegiatan luar sekolah adalah...;menambah pengalaman;mengisi watu luang;sesuai dengan tuntutan kurikulum;agar mendapat nilai yang baik;#;A
6;Dalam pramuka, persami biasa diartikan ...;kegiatan makan-makan disekolah;belajar kelompok disekolah;kegiatan sekolah dilakukan pada sabtu-minggu;jalan-jalan dilingkungan sekolah;#;C
6;Contoh kegiatan yang biasa dilakukan di alam terbuka adalah...;berenang;berkemah;berbelanja;bersepeda;#;B
6;Orang yang tidak bisa berhenti memakai narkoba disebut...;kebiasaan;kenikmatan;pelecehan;kecanduan;#;D
6;Korban pelecehan seksual biasanya mengalami...;rasa senang;rasa malas;trauma yang sangat berat;perasaan biasa-biasa saja;#;C
6;Pelecehan seksual dapat dihindari dengan cara ...;berpakaian seksi;berpakaian rapi dan sopan;berpakaian menor;berpakaian menarik perhatian;#;B
6;Dibawah ini yang termasuk permainan bola kecil adalah...;Sepak bola;Bola basket;Kasti;Voli;#;C
6;Tendangan kearah gawang oleh pemain penyerang dalam sepak bola disebut...;Passing;Shooting;Corner kick;Throw in;#;B
6;Induk organisasi Sepak bola tingkat internasional adalah ...;IVBF;IAAF;FIFA;FIG;#;C
6;Dibawah ini merupakan jenis permainan bola kecil, kecuali ...;Tenis meja;Badminton;Bola basket;Kasti;#;C
6;Hak memukul setiap pemain kasti adalah berapa kali ...;1 kali;2 kali;3 kali;4 kali;#;A
6;Sikap atlet lari saat aba aba ya! adalah ...;Condong ke depan;Tegak;Segera berlari;Condong kebelakang;#;A
6;Nilai juang yang menonjol saat mempersatukan perbedaan pendapat dalam sidang BPUPKI dan PPKI yakni nilai .;ketuhanan;rela berkorban;kebersamaan;keikhlasan;#;C
6;Nilai juang adalah sesuatu yang .;berharga dalam perjuangan;berguna dalam perjuangan;menghambat perjuangan;menjadi alat perjuangan;#;A
6;Berikut ini yang tidak termasuk tahapan dalam proses perumusan Pancasila sebagai dasar negara, yakni sidang .;BPUPKI I;Panitia Sembilan;PPKI;Konstituante;#;D
6;Ketua BPUPKI adalah ...;Drs. Moh. Hatta;Ir. Sukarno;dr. Rajiman Wedyodiningrat;Mr. Moh. Yamin;#;C
6;Berikut nilai-nilai perjuangan yang tidak menjiwai para pejuang kemerdekaan pada saat perumusan Pancasila sebagai dasar negara, yakni .;pamrih;keikhlasan;kegigihan;kebersamaan;#;A
6;Contoh perwujudan nilai kebersamaan dalam kehidupan siswa misalnya .;menengok teman yang sakit;menolong orang yang sedang berkelahi;memberi makan fakir miskin;membantu teman yang sedang ulangan;#;A
6;Untuk mempersatukan bangsa, nilai juang yang patut dimiliki bangsa kita saat ini ialah nilai .;kegigihan;rela berkorban;keikhlasan;kebersamaan;#;D
6;Berikut termasuk sikap gigih, kecuali .;sabar dan ulet;mudah bosan;tak mudah bosan;pantang menyerah;#;B
6;Berikut ini bukan nilai Pancasila, yakni.;Ketuhanan;Kemanusiaan;Kebangsaan;Kebebasan mutlak;#;D
6;Bukti yang menunjukkan bahwa dalam proses perumusan dasar negara para pejuang bangsa kita menjunjung nilai kebersamaan ialah diubahnya sila Ketuhanan, dengan kewajiban menjalankan syariat Islam bagi pemeluk-pemeluknya menjadi .;Ketuhanan yang berkeadilan;Ketuhanan Yang Maha Esa;Ketuhanan yang kebudayaan;Ketuhanan yang berkemanusiaan;#;B
6;Ketika hendak pergi ke sekolah, Dewi menolong anak yang tertabrak sepeda motor. Akibatnya, ia terlambat masuk sekolah. Nilai perjuangan yang dilakukan Dewi adalah nilai .;keadilan;rela berkorban;keberanian;kebersamaan;#;B
6;Dalam berdiskusi, Tatang tidak marah meskipun pendapatnya dikritik oleh Dadang, karena Tatang mengamalkan nilai juang, yakni nilai .;demokratis;keadilan;persatuan;kemanusiaan;#;A
6;Para perumus Pancasila dalam bermusyawarah sangat menghargai perbedaan pendapat. Mereka menjunjung tinggi . . . .;egoisme;kesukuan;toleransi;kerja keras;#;C
6;Berikut peribahasa yang menunjukkan nilai kebersamaan dalam kehidupan bangsa Indonesia, kecuali .;Berat sama dipikul, ringan sama dijinjing;Berdiri sama tinggi, duduk sama rendah;Berakit-rakit ke hulu, berenang-renang ke tepian;Bersatu kita teguh, bercerai kita runtuh;#;C
6;Rumusan Pancasila yang sah terdapat dalam Pembukaan UUD 1945, yakni pada alinea .;pertama;kedua;ketiga;keempat;#;D
6;Sistem demokrasi yang dianut bangsa Indonesia dalam pemerintahannya ialah sistem demokrasi .;ekonomi;perwakilan;politik;langsung;#;B
6;Pelaksanaan Pemilihan Umum (Pemilu) di Indonesia dilakukan setiap .;4 tahun sekali;5 tahun sekali;6 tahun sekali;8 tahun sekali;#;B
6;Sesuai Undang-undang Nomor 12 tahun 2003, Pemilihan umum di Indonesia diselenggarakan untuk memilih .;anggota DPR;anggota DPD;anggota legislatif;Presiden dan Wakil Presiden;#;D
6;Setiap warga negara yang memenuhi syarat berhak memilih dalam pemilihan umum. Ini adalah salah satu asas pemilihan umum, yakni asas .;langsung;umum;bebas;rahasia;#;B
6;Di Indonesia, pemilu pertama diselenggarakan pada tahun .;1955;1971;1977;1982;#;A
6;Pemilu pertama untuk memilih Presiden dan Wakil Presiden di Indonesia dilaksanakan pada tahun .;1992;1997;1999;2004;#;D
6;Penyelenggara pemilihan Bupati/Wakil Bupati ialah .;KPU Pusat;KPU Provinsi;KPU Kabupaten/Kota;DPRD Kabupaten/Kota;#;C
6;Warga negara Indonesia berikut ini berhak sebagai pemilih dalam pemilu, kecuali ...;telah berumur 17 tahun;cacat jasmani;terlibat G-30-S/PKI;berada di luar negeri;#;C
6;Fungsi legislatif dalam pemerintahan Indonesia dijalankan oleh .;Presiden dan Wapres;Mahkamah Agung;Dewan Perwakilan Rakyat;Badan Pemeriksa Keuangan;#;C
6;Berikut ini bukan tugas dan fungsi MPR, yakni .;menetapkan UUD;melantik Presiden dan Wakil Presiden;memberhentikan Presiden/Wakil Presiden;memeriksa keuangan negara;#;D
6;Hak DPR untuk mengajukan rancangan undang-undang disebut hak .;petisi;inisiatif;angket;budget;#;B
6;Dalam pemerintahan pusat, pemegang kekuasaan eksekutif ialah .;Presiden/Wakil Presiden;Majelis Permusyawaratan Rakyat;Dewan Perwakilan Rakyat;Mahkamah Agung;#;A
6;Di tingkat pemerintah desa, pemegang kekuasaan eksekutif ialah .;BPD;Kepala Desa;Sekretaris Desa;Perangkat Desa;#;B
6;Yang termasuk tugas Presiden sebagai kepala negara, yakni .;menetapkan Peraturan Pemerintah;mengangkat dan memberhentikan menteri-menteri;membentuk dewan pertimbangan;membuat perjanjian dengan negara lain;#;D
6;Hasil kerja Badan Pemeriksa Keuangan (BPK) dilaporakan kepada lembaga lembaga berikut, kecuali .;DPD;DPR;DPRD;Presiden;#;A
6;ASEAN dibuat pada tanggal ...;6 Agustus 1967;7 Agustus 1967;8 Agustus 1967;9 Agustus 1967;#;C
